M,6.0,7.0,9.0,12.0,15.0,20.0,30.0,40.0,60.0,100.0
Mrem,1.3,1.3,1.306,1.44,1.875,2.107,7.184,2.059,2.09,2.119
H,3.05,3.472,4.225,5.272,6.263,7.865,10.44,12.76,16.86,24.6
He,1.55,2.112,2.94,3.886,4.613,5.898,8.131,18.8,31.76,54.84
C,0.008821,0.009201,0.03051,0.07698,0.1231,0.126,0.1361,1.485,2.421,5.623
N,0.01751,0.02615,0.03875,0.05263,0.06437,0.08514,0.1238,0.2045,0.3329,0.6645
O,0.03937,0.04432,0.1705,0.7018,1.26,2.747,3.055,2.017,2.608,4.181
Ne,0.001621,0.001954,0.02162,0.1259,0.1786,0.218,0.5056,0.4202,0.4789,1.076
Mg,0.002755,0.003342,0.007521,0.02896,0.03766,0.07115,0.1263,0.04298,0.06258,0.1416
Si,0.003503,0.004248,0.07687,0.112,0.2139,0.3363,0.04285,0.3019,0.3659,0.3799
S,0.001885,0.002286,0.06229,0.06121,0.09466,0.1563,0.009151,0.1545,0.1812,0.1766
Ca,0.0003396,0.0004118,0.0119,0.01051,0.01048,0.01704,0.001649,0.01579,0.01942,0.02253
Fe,0.006211,0.007533,0.02898,0.06108,0.04995,0.09447,0.01508,0.06923,0.1213,0.1328
Other,0.017984400000000456,0.01655420000000074,0.0800590000000021,0.17092999999999847,0.21627999999999936,0.2785999999999973,0.22946999999999917,1.6698999999999984,2.6988000000000056,6.04307
