M,1.0,1.65,2.0,3.0,4.0,5.0,6.0,7.0,12.0,15.0,20.0,25.0
Mrem,0.5296,0.6182,0.6648,0.8521,0.9045,0.9917,1.125,1.272,1.62,1.62,2.82,6.38
H,0.328902466,0.713302742,0.942403098,1.52300003845,2.042000009721,2.5510000652500002,3.0520000505500002,3.5220000852099997,5.489006408,6.543006748,7.980007146,9.27601046
He,0.130812,0.2875039,0.35825399999999996,0.6134668,1.0370170699999999,1.45100621,1.8200046330000001,2.19204501,4.0112037,4.8692183,6.510239299999999,8.2372665
Li,3.405e-11,1.111e-12,1.108e-12,1.083e-09,1.531e-08,4.702e-09,3.931e-09,1.13e-06,8.012e-14,1.116e-13,9.7e-08,1.165e-06
B,1.345e-12,2.949e-12,3.817e-12,6.14e-12,8.848e-12,1.146e-11,1.393e-11,1.637e-11,2.434e-11,2.965e-11,3.004e-07,3.715e-08
C,0.0087079,0.021471194,0.0235609692,0.00888339,0.0019883,0.00078566,0.00029367,0.0017969,0.122602412,0.164603144,0.19568000000000002,0.20368
N,6.7745817e-05,5.6996486000000004e-05,3.8515275000000005e-05,3.4041876e-05,0.010190234,0.0046912194,0.0023604189000000003,0.00801823,0.00021649342,0.0003049833,0.023199,0.028130000000000002
O,0.00183520067,0.00862592348,0.00995247285,0.0027802855999999997,0.004080086971,0.00018330843899999998,0.00022390721999999998,0.003249646,0.282808401,1.176007302,2.0430260446000004,0.70626329
F,3.522e-08,2.432e-06,2.565e-06,3.756e-08,7.06e-09,1.065e-09,6.403e-10,9.822e-09,2.752e-08,4.5e-08,9.317e-08,2.585e-06
Ne,1.485434e-05,0.0008757869,0.000908891,0.000113807,0.00025285499999999996,4.369546e-05,5.3728096e-05,0.00012687345,0.006668521,0.14686387,0.1606976,0.12263592999999999
Na,1.903e-07,6.951e-06,6.375e-06,1.02e-06,1.5e-06,3.222e-07,1.138e-07,5.084e-07,1.812e-05,0.0005359,0.0006145,0.001018
Mg,1.00473e-06,5.4029e-05,9.078100000000001e-05,3.9603999999999996e-05,0.00011915,2.3609299999999998e-05,1.9019999999999997e-05,4.865e-05,0.01637984,0.075612,0.11599999999999999,0.0217784
Al,3.506e-08,3.905e-07,8.674e-07,6.366e-07,2.057e-06,2.275e-06,1.841e-06,1.037e-06,6.219e-05,0.001157,0.001505,0.0001315
Si,7.6448e-07,1.79148e-06,2.5584099999999998e-06,3.9699e-06,6.714e-06,7.1365e-06,1.4944800000000001e-05,9.4185e-06,0.09289349999999999,0.107753,0.11376,0.020633020000000002
P,2.192e-08,1.983e-08,2.732e-08,4.376e-08,1.026e-07,6.379e-08,3.841e-08,4.718e-08,0.0001143,0.0006684,0.0008482,4.724e-05
S,5.118061e-07,1.1332341e-06,1.4681452e-06,2.3908509e-06,3.4544802e-06,4.4705464999999995e-06,5.436057099999999e-06,6.3851889e-06,0.054458906452,0.044596866000000006,0.029985352,0.00204539036
Cl,4.72e-09,1.2085e-08,1.5382e-08,2.0518e-08,2.9635e-08,3.809e-08,4.756e-08,5.4759999999999995e-08,7.605e-05,0.00011935,0.00013324000000000002,4.5828e-06
Ar,8.2278e-08,1.819554e-07,2.3581519999999998e-07,3.8428399999999995e-07,5.537176e-07,7.181827e-07,8.737462e-07,1.0264738e-06,0.010833401423,0.007684239860000001,0.00349501073,1.1218280000000001e-05
K,1.9772986999999998e-09,4.86821e-09,6.094200000000001e-09,9.121155e-09,1.310322e-08,1.689998e-08,2.067154e-08,2.4221250000000003e-08,7.0477093e-05,4.9303339999999995e-05,7.088667e-05,1.77651e-07
Ca,5.5894690000000006e-08,1.2406532e-07,1.6074443000000002e-07,2.6299631e-07,3.789994e-07,4.919925e-07,5.992627599999999e-07,7.0381983e-07,0.0086856068717,0.005151250471,0.0013628305550000002,2.159224e-06
Sc,1.12e-10,1.21e-10,1.57e-10,1.577e-10,2.328e-10,2.56e-10,2.767e-10,3.228e-10,1.693e-07,1.283e-06,6.829e-08,6.158e-09
Ti,3.8379e-09,7.1935e-09,9.0921e-09,1.4047399999999998e-08,2.02308e-08,2.59606e-08,3.1453000000000004e-08,3.6945000000000004e-08,0.000688258861,0.00034587509999999997,4.85933e-06,1.21339e-07
V,2.14455e-10,4.398999e-10,5.640969999999999e-10,8.994639999999999e-10,1.301111e-09,1.680029e-09,2.044895e-09,2.4077300000000003e-09,1.49101862e-05,3.4731789e-05,2.262379e-07,9.56488e-09
Cr,9.2703e-09,2.0245999999999998e-08,2.6216e-08,4.2480999999999995e-08,6.124e-08,7.9347e-08,9.6591e-08,1.13487e-07,0.0033672083879999998,0.00316162504,6.56924e-06,3.5402e-07
Mn,4.946e-09,1.092e-08,1.414e-08,2.343e-08,3.41e-08,4.503e-08,5.548e-08,6.575e-08,0.0003995,0.0003907,2.297e-06,2.135e-07
Fe,6.45312e-07,1.4515700000000002e-06,1.88121e-06,3.07349e-06,4.42897e-06,5.75409e-06,7.01279e-06,8.238179999999999e-06,0.2443691384,0.0507338039,7.64891e-05,2.52453e-05
Co,2.015e-09,7.466e-09,1.028e-08,1.012e-08,1.459e-08,1.705e-08,1.984e-08,2.371e-08,0.002734,0.002576,6.278e-07,2.766e-07
Ni,4.1253199999999996e-08,9.8245e-08,1.2798099999999999e-07,1.8809800000000002e-07,2.69829e-07,3.44778e-07,4.14733e-07,4.88383e-07,0.03232491454,0.16869406662,7.67289e-06,2.7986e-06
Cu,1.2663999999999999e-09,5.387e-09,6.387e-09,3.711e-09,4.719e-09,4.863e-09,5.002e-09,6.397000000000001e-09,0.000119941,0.0007327000000000001,1.5919e-07,2.2231e-07
Zn,3.36611e-09,8.41385e-09,9.67275e-09,7.30002e-09,1.001671e-08,1.102161e-08,1.18457e-08,1.4011559999999999e-08,0.0001017973124,0.009841620798600001,2.15554e-07,1.61974e-07
Other,5.636967922861835e-05,0.0,0.0,0.0,0.0,0.0005443993560616534,1.2997279063675649e-05,0.0006852648934909666,0.0,0.00012569555672570232,0.0,0.00030889195501160316
