M,1.0,1.65,2.0,3.0,4.0,5.0,6.0,7.0,12.0,15.0,20.0,25.0
Mrem,0.5296,0.6182,0.6648,0.8521,0.9045,0.9917,1.125,1.272,1.44,1.44,1.76,5.61
H,0.328902466,0.713302742,0.942403098,1.52300003845,2.042000009721,2.5510000652500002,3.0520000505500002,3.5220000852099997,5.490006408,6.543006748,7.980007146,9.2790108
He,0.130812,0.2875039,0.35825399999999996,0.6134668,1.0370170699999999,1.45100621,1.8200046330000001,2.19204501,4.1622037,5.1522183,6.5352394,8.2412666
Li,1.434e-08,3.207e-11,5.298e-11,1.083e-09,1.531e-08,4.702e-09,3.931e-09,1.13e-06,7.085e-14,8.516e-14,5.619e-08,1.04e-06
B,1.345e-12,2.949e-12,3.817e-12,6.14e-12,8.848e-12,1.146e-11,1.393e-11,1.637e-11,2.453e-11,2.992e-11,1.185e-07,5.173e-08
C,0.0087079,0.021471194,0.0235609692,0.00888339,0.0019883,0.00078566,0.00029367,0.0017969,0.125302494,0.163503872,0.20854999999999999,0.22454
N,7.7635817e-05,5.7106486e-05,3.8705275e-05,3.4081876e-05,0.010190234,0.0046922194,0.0023604189000000003,0.00801823,0.0002166012,0.0003050309,0.021727,0.027021999999999997
O,0.00183520067,0.00862592348,0.00995247285,0.0027802855999999997,0.004080086971,0.00018330843899999998,0.00022390721999999998,0.003249646,0.255808627,0.888907126,2.3210172256000003,1.312130972
F,3.522e-08,2.432e-06,2.565e-06,3.756e-08,7.06e-09,1.065e-09,6.403e-10,9.822e-09,2.68e-08,3.519e-08,8.517e-08,2.024e-06
Ne,1.4867339999999999e-05,0.0008757869,0.000908891,0.000113807,0.00025285499999999996,4.369546e-05,5.3729096e-05,0.00012687345,0.0066615630000000006,0.06020412,0.26023738,0.2545892
Na,1.903e-07,6.951e-06,6.375e-06,1.02e-06,1.5e-06,3.222e-07,1.138e-07,5.084e-07,1.545e-05,0.0001001,0.00134,0.002606
Mg,1.00483e-06,5.4029e-05,9.078100000000001e-05,3.9603999999999996e-05,0.00011931,2.4289299999999998e-05,1.9373e-05,4.9072e-05,0.013228640000000002,0.053469300000000004,0.136473,0.0295154
Al,3.506e-08,3.905e-07,8.674e-07,6.366e-07,2.057e-06,2.275e-06,1.841e-06,1.037e-06,6.119e-05,0.0006389,0.00182,0.0002259
Si,7.6448e-07,1.79148e-06,2.5584099999999998e-06,3.9699e-06,6.714e-06,7.1365e-06,1.4944800000000001e-05,9.4185e-06,0.0828947,0.13017,0.09490900000000001,0.01744366
P,2.192e-08,1.983e-08,2.732e-08,4.376e-08,1.026e-07,6.379e-08,3.841e-08,4.718e-08,0.0001097,0.0005496,0.001021,3.648e-05
S,5.121061e-07,1.1332341e-06,1.4681452e-06,2.3908509e-06,3.4544802e-06,4.4705464999999995e-06,5.436057099999999e-06,6.3851889e-06,0.05228851079,0.069824178,0.037010180999999996,0.00121787952
Cl,4.721e-09,1.2086e-08,1.5383e-08,2.0519e-08,2.9637999999999997e-08,3.809e-08,4.788e-08,5.481e-08,8.176e-05,0.0001603,0.00016083,2.5543999999999996e-06
Ar,8.2278e-08,1.8205540000000002e-07,2.3581519999999998e-07,3.8428399999999995e-07,5.537176e-07,7.181827e-07,8.737462e-07,1.0264738e-06,0.011472302230999999,0.01448153598,0.0087794865,6.65177e-06
K,2.2325987e-09,5.06441e-09,6.4597e-09,9.309755e-09,1.345532e-08,1.731298e-08,2.1089539999999998e-08,2.481325e-08,8.356934e-05,9.734630000000001e-05,5.19483e-05,1.80034e-07
Ca,5.590099e-08,1.2406532e-07,1.6074443000000002e-07,2.6299631e-07,3.790004e-07,4.919934999999999e-07,5.992627599999999e-07,7.0381983e-07,0.0099883818776,0.011276151211,0.000194013931,2.215497e-06
Sc,1.17e-10,1.21e-10,1.57e-10,1.577e-10,2.328e-10,2.56e-10,2.767e-10,3.231e-10,4.468e-06,7.683e-06,1.552e-06,6.977e-09
Ti,3.837999999999999e-09,7.1935e-09,9.0921e-09,1.4047399999999998e-08,2.02308e-08,2.59606e-08,3.1453000000000004e-08,3.6945000000000004e-08,0.000676741089,0.0006495785999999999,0.000152536,1.2779e-07
V,2.14455e-10,4.398999e-10,5.640969999999999e-10,8.994639999999999e-10,1.301111e-09,1.680029e-09,2.044895e-09,2.4077300000000003e-09,6.90904428e-05,4.1886000000000005e-05,0.000286748,9.969700000000001e-09
Cr,9.2703e-09,2.0245999999999998e-08,2.6216e-08,4.2480999999999995e-08,6.124e-08,7.9347e-08,9.6591e-08,1.13487e-07,0.003238708839,0.00393123,0.07304690000000001,3.6742e-07
Mn,4.946e-09,1.109e-08,1.431e-08,2.345e-08,3.411e-08,4.504e-08,5.549e-08,6.577e-08,0.0004663,0.0007557,0.00942,2.202e-07
Fe,6.45312e-07,1.4515700000000002e-06,1.88121e-06,3.07349e-06,4.42897e-06,5.75409e-06,7.01279e-06,8.238179999999999e-06,0.2161511538,0.18088636,0.2663332,2.6089199999999997e-05
Co,2.015e-09,7.565e-09,1.037e-08,1.013e-08,1.472e-08,1.748e-08,2.059e-08,2.482e-08,0.004282,0.005497,0.003529,3.678e-07
Ni,4.3103199999999996e-08,9.9325e-08,1.30561e-07,1.90368e-07,2.74029e-07,3.48278e-07,4.15233e-07,4.88483e-07,0.12137831468,0.19807642,0.2289217331,3.0052e-06
Cu,1.7099e-09,5.79e-09,7.598e-09,4.348e-09,5.789999999999999e-09,5.741999999999999e-09,5.194e-09,6.446e-09,0.00062576,0.004513,0.0012882,2.6358e-07
Zn,3.36611e-09,8.41385e-09,9.67275e-09,7.30002e-09,1.001671e-08,1.102161e-08,1.18457e-08,1.4011559999999999e-08,0.0022889533021,0.067510001306,0.046182102269,1.9937e-07
Other,4.649289100122633e-05,-0.00010533497049891594,-2.5286810273694726e-05,-0.00043015046668948287,-0.00016754260278872835,0.0005427238616215746,1.2646094873502989e-05,0.0006848464424598077,0.0003948855838995513,0.009218497482997634,0.0023001574399934555,0.00034973354230061204
